scope,context_id,segment_count,rollouts,percentage
context,document-019,2,1,6.25
context,document-019,3,3,18.75
context,document-019,4,1,6.25
context,document-019,5,1,6.25
context,document-019,13,1,6.25
context,document-020,0,12,75.0
context,document-020,1,3,18.75
context,document-020,5,1,6.25
context,document-021,0,9,56.25
context,document-021,1,1,6.25
context,document-021,2,2,12.5
context,document-021,3,1,6.25
context,document-021,9,1,6.25
context,document-021,11,1,6.25
context,document-021,20,1,6.25
context,document-022,0,12,75.0
context,document-022,1,2,12.5
context,document-022,2,1,6.25
context,document-022,8,1,6.25
context,document-023,0,13,81.25
context,document-023,1,3,18.75
context,document-024,0,14,87.5
context,document-024,1,2,12.5
context,document-025,0,8,50.0
context,document-025,1,6,37.5
context,document-025,2,1,6.25
context,document-025,12,1,6.25
context,document-026,0,14,87.5
context,document-026,1,1,6.25
context,document-026,3,1,6.25
context,document-027,0,8,50.0
context,document-027,1,7,43.75
context,document-027,3,1,6.25
context,document-028,0,14,87.5
context,document-028,1,1,6.25
context,document-028,2,1,6.25
context,document-029,0,13,81.25
context,document-029,2,1,6.25
context,document-029,3,1,6.25
context,document-029,11,1,6.25
context,document-030,0,3,18.75
context,document-030,1,8,50.0
context,document-030,2,1,6.25
context,document-030,3,1,6.25
context,document-030,6,1,6.25
context,document-030,8,1,6.25
context,document-030,14,1,6.25
context,document-031,0,4,25.0
context,document-031,1,12,75.0
context,document-032,0,8,50.0
context,document-032,1,4,25.0
context,document-032,3,1,6.25
context,document-032,4,1,6.25
context,document-032,6,1,6.25
context,document-032,29,1,6.25
context,document-033,0,9,56.25
context,document-033,1,4,25.0
context,document-033,50,1,6.25
context,document-033,60,1,6.25
context,document-033,283,1,6.25
context,document-034,0,10,62.5
context,document-034,1,1,6.25
context,document-034,2,1,6.25
context,document-034,3,1,6.25
context,document-034,6,1,6.25
context,document-034,12,1,6.25
context,document-034,14,1,6.25
context,document-035,0,9,56.25
context,document-035,1,7,43.75
context,document-036,0,10,62.5
context,document-036,1,6,37.5
context,document-037,0,10,62.5
context,document-037,1,4,25.0
context,document-037,2,1,6.25
context,document-037,8,1,6.25
context,document-038,0,12,75.0
context,document-038,1,3,18.75
context,document-038,3,1,6.25
context,document-039,0,11,68.75
context,document-039,1,2,12.5
context,document-039,7,1,6.25
context,document-039,14,1,6.25
context,document-039,25,1,6.25
context,document-040,0,12,75.0
context,document-040,1,3,18.75
context,document-040,23,1,6.25
context,document-041,0,14,87.5
context,document-041,1,2,12.5
context,document-042,0,10,62.5
context,document-042,1,3,18.75
context,document-042,2,1,6.25
context,document-042,3,2,12.5
context,document-043,0,11,68.75
context,document-043,1,2,12.5
context,document-043,2,1,6.25
context,document-043,3,2,12.5
context,document-044,0,8,50.0
context,document-044,1,5,31.25
context,document-044,2,2,12.5
context,document-044,3,1,6.25
context,document-045,0,13,81.25
context,document-045,1,2,12.5
context,document-045,3,1,6.25
context,document-046,0,10,62.5
context,document-046,1,5,31.25
context,document-046,27,1,6.25
context,document-047,0,12,75.0
context,document-047,1,2,12.5
context,document-047,3,1,6.25
context,document-047,5,1,6.25
context,document-048,0,13,81.25
context,document-048,1,2,12.5
context,document-048,4,1,6.25
context,document-049,0,11,68.75
context,document-049,1,2,12.5
context,document-049,4,1,6.25
context,document-049,9,1,6.25
context,document-049,14,1,6.25
context,document-050,0,7,43.75
context,document-050,1,6,37.5
context,document-050,2,1,6.25
context,document-050,3,1,6.25
context,document-050,4,1,6.25
context,document-051,0,10,62.5
context,document-051,1,4,25.0
context,document-051,2,1,6.25
context,document-051,4,1,6.25
context,document-052,0,12,75.0
context,document-052,1,3,18.75
context,document-052,5,1,6.25
context,document-053,0,8,50.0
context,document-053,1,5,31.25
context,document-053,2,1,6.25
context,document-053,3,1,6.25
context,document-053,75,1,6.25
context,document-054,0,9,56.25
context,document-054,1,3,18.75
context,document-054,2,1,6.25
context,document-054,3,2,12.5
context,document-054,12,1,6.25
context,document-055,0,10,62.5
context,document-055,1,4,25.0
context,document-055,3,1,6.25
context,document-055,4,1,6.25
context,document-056,0,8,50.0
context,document-056,1,4,25.0
context,document-056,6,1,6.25
context,document-056,9,1,6.25
context,document-056,19,1,6.25
context,document-056,72,1,6.25
context,document-057,0,7,43.75
context,document-057,1,1,6.25
context,document-057,2,3,18.75
context,document-057,3,1,6.25
context,document-057,4,1,6.25
context,document-057,9,1,6.25
context,document-057,11,1,6.25
context,document-057,13,1,6.25
context,document-058,0,9,56.25
context,document-058,1,2,12.5
context,document-058,2,2,12.5
context,document-058,3,1,6.25
context,document-058,7,1,6.25
context,document-058,8,1,6.25
context,document-059,0,10,62.5
context,document-059,1,4,25.0
context,document-059,2,1,6.25
context,document-059,7,1,6.25
context,document-060,0,12,75.0
context,document-060,1,2,12.5
context,document-060,5,2,12.5
context,document-061,0,9,56.25
context,document-061,1,4,25.0
context,document-061,2,3,18.75
context,document-062,0,12,75.0
context,document-062,1,2,12.5
context,document-062,5,1,6.25
context,document-062,11,1,6.25
context,document-063,0,14,87.5
context,document-063,1,1,6.25
context,document-063,4,1,6.25
context,document-064,0,11,68.75
context,document-064,1,3,18.75
context,document-064,2,2,12.5
context,document-065,0,9,56.25
context,document-065,1,5,31.25
context,document-065,5,1,6.25
context,document-065,7,1,6.25
context,document-066,0,9,56.25
context,document-066,2,1,6.25
context,document-066,3,1,6.25
context,document-066,7,3,18.75
context,document-066,12,1,6.25
context,document-066,22,1,6.25
context,document-067,0,11,68.75
context,document-067,1,1,6.25
context,document-067,2,1,6.25
context,document-067,4,1,6.25
context,document-067,7,1,6.25
context,document-067,11,1,6.25
context,document-068,0,3,18.75
context,document-068,1,13,81.25
context,document-069,0,9,56.25
context,document-069,1,5,31.25
context,document-069,5,1,6.25
context,document-069,36,1,6.25
context,document-070,0,14,87.5
context,document-070,1,1,6.25
context,document-070,3,1,6.25
context,document-071,0,10,62.5
context,document-071,1,4,25.0
context,document-071,8,2,12.5
context,document-072,0,10,62.5
context,document-072,1,4,25.0
context,document-072,2,1,6.25
context,document-072,7,1,6.25
context,document-073,0,11,68.75
context,document-073,1,5,31.25
context,document-074,0,8,50.0
context,document-074,1,5,31.25
context,document-074,3,1,6.25
context,document-074,8,1,6.25
context,document-074,12,1,6.25
context,document-075,0,11,68.75
context,document-075,1,4,25.0
context,document-075,12,1,6.25
context,document-076,0,9,56.25
context,document-076,1,4,25.0
context,document-076,2,1,6.25
context,document-076,27,1,6.25
context,document-076,39,1,6.25
context,document-077,0,10,62.5
context,document-077,1,4,25.0
context,document-077,2,1,6.25
context,document-077,11,1,6.25
context,document-078,0,12,75.0
context,document-078,1,3,18.75
context,document-078,16,1,6.25
context,document-079,0,12,75.0
context,document-079,1,3,18.75
context,document-079,2,1,6.25
context,document-080,0,10,62.5
context,document-080,1,6,37.5
context,document-081,0,10,62.5
context,document-081,1,2,12.5
context,document-081,3,1,6.25
context,document-081,5,1,6.25
context,document-081,19,1,6.25
context,document-081,110,1,6.25
context,document-082,0,11,68.75
context,document-082,1,4,25.0
context,document-082,18,1,6.25
context,document-083,0,12,75.0
context,document-083,1,3,18.75
context,document-083,2,1,6.25
context,document-084,0,11,68.75
context,document-084,1,4,25.0
context,document-084,3,1,6.25
context,document-085,0,8,50.0
context,document-085,1,3,18.75
context,document-085,4,2,12.5
context,document-085,5,1,6.25
context,document-085,6,1,6.25
context,document-085,8,1,6.25
context,document-086,0,14,87.5
context,document-086,1,1,6.25
context,document-086,9,1,6.25
context,document-087,0,9,56.25
context,document-087,1,4,25.0
context,document-087,6,1,6.25
context,document-087,7,1,6.25
context,document-087,10,1,6.25
context,document-088,0,14,87.5
context,document-088,1,1,6.25
context,document-088,2,1,6.25
context,document-089,0,14,87.5
context,document-089,1,1,6.25
context,document-089,2,1,6.25
context,document-090,0,10,62.5
context,document-090,1,1,6.25
context,document-090,2,1,6.25
context,document-090,4,1,6.25
context,document-090,6,1,6.25
context,document-090,18,1,6.25
context,document-090,29,1,6.25
context,document-091,0,8,50.0
context,document-091,1,4,25.0
context,document-091,2,1,6.25
context,document-091,4,1,6.25
context,document-091,6,1,6.25
context,document-091,52,1,6.25
context,document-092,0,9,56.25
context,document-092,1,4,25.0
context,document-092,3,1,6.25
context,document-092,4,2,12.5
context,document-093,0,5,31.25
context,document-093,1,3,18.75
context,document-093,2,2,12.5
context,document-093,3,1,6.25
context,document-093,4,1,6.25
context,document-093,5,2,12.5
context,document-093,6,1,6.25
context,document-093,12,1,6.25
context,document-094,0,7,43.75
context,document-094,1,4,25.0
context,document-094,2,1,6.25
context,document-094,7,1,6.25
context,document-094,12,1,6.25
context,document-094,20,1,6.25
context,document-094,22,1,6.25
context,document-095,0,11,68.75
context,document-095,1,3,18.75
context,document-095,2,2,12.5
context,document-096,0,13,81.25
context,document-096,1,1,6.25
context,document-096,2,1,6.25
context,document-096,12,1,6.25
context,document-097,0,8,50.0
context,document-097,1,2,12.5
context,document-097,2,3,18.75
context,document-097,3,1,6.25
context,document-097,4,1,6.25
context,document-097,15,1,6.25
context,document-098,0,10,62.5
context,document-098,1,6,37.5
context,document-099,0,7,43.75
context,document-099,1,6,37.5
context,document-099,10,1,6.25
context,document-099,21,1,6.25
context,document-099,152,1,6.25
context,document-100,0,8,50.0
context,document-100,1,3,18.75
context,document-100,2,2,12.5
context,document-100,4,1,6.25
context,document-100,6,2,12.5
pooled,,0,995,62.1875
pooled,,1,357,22.3125
pooled,,2,66,4.125
pooled,,3,46,2.875
pooled,,4,22,1.375
pooled,,5,15,0.9375
pooled,,6,13,0.8125
pooled,,7,13,0.8125
pooled,,8,9,0.5625
pooled,,9,6,0.375
pooled,,10,2,0.125
pooled,,11,6,0.375
pooled,,12,9,0.5625
pooled,,13,3,0.1875
pooled,,14,7,0.4375
pooled,,15,2,0.125
pooled,,16,1,0.0625
pooled,,17,1,0.0625
pooled,,18,2,0.125
pooled,,19,2,0.125
pooled,,20,2,0.125
pooled,,21,2,0.125
pooled,,22,2,0.125
pooled,,23,1,0.0625
pooled,,25,1,0.0625
pooled,,27,2,0.125
pooled,,28,1,0.0625
pooled,,29,2,0.125
pooled,,36,1,0.0625
pooled,,39,1,0.0625
pooled,,50,1,0.0625
pooled,,52,1,0.0625
pooled,,60,1,0.0625
pooled,,72,1,0.0625
pooled,,75,1,0.0625
pooled,,110,1,0.0625
pooled,,152,1,0.0625
pooled,,283,1,0.0625
