scope,context_id,segment_count,rollouts,percentage
context,document-069,16,1,6.25
context,document-070,0,12,75.0
context,document-070,1,4,25.0
context,document-071,0,12,75.0
context,document-071,1,4,25.0
context,document-072,0,9,56.25
context,document-072,1,6,37.5
context,document-072,2,1,6.25
context,document-073,0,13,81.25
context,document-073,1,3,18.75
context,document-074,1,16,100.0
context,document-075,0,13,81.25
context,document-075,1,3,18.75
context,document-076,0,13,81.25
context,document-076,1,2,12.5
context,document-076,4,1,6.25
context,document-077,0,11,68.75
context,document-077,1,5,31.25
context,document-078,0,8,50.0
context,document-078,1,8,50.0
context,document-079,0,12,75.0
context,document-079,1,4,25.0
context,document-080,0,8,50.0
context,document-080,1,7,43.75
context,document-080,2,1,6.25
context,document-081,0,8,50.0
context,document-081,1,8,50.0
context,document-082,0,9,56.25
context,document-082,1,7,43.75
context,document-083,0,8,50.0
context,document-083,1,7,43.75
context,document-083,25,1,6.25
context,document-084,0,8,50.0
context,document-084,1,8,50.0
context,document-085,0,10,62.5
context,document-085,1,6,37.5
context,document-086,1,10,62.5
context,document-086,2,6,37.5
context,document-087,0,9,56.25
context,document-087,1,6,37.5
context,document-087,4,1,6.25
context,document-088,0,10,62.5
context,document-088,1,6,37.5
context,document-089,0,13,81.25
context,document-089,1,3,18.75
context,document-090,0,15,93.75
context,document-090,1,1,6.25
context,document-091,0,3,18.75
context,document-091,1,11,68.75
context,document-091,2,1,6.25
context,document-091,5,1,6.25
context,document-092,0,8,50.0
context,document-092,1,8,50.0
context,document-093,0,3,18.75
context,document-093,1,8,50.0
context,document-093,2,5,31.25
context,document-094,1,16,100.0
context,document-095,0,9,56.25
context,document-095,1,6,37.5
context,document-095,84,1,6.25
context,document-096,0,8,50.0
context,document-096,1,8,50.0
context,document-097,0,8,50.0
context,document-097,1,7,43.75
context,document-097,2,1,6.25
context,document-098,0,10,62.5
context,document-098,1,6,37.5
context,document-099,0,14,87.5
context,document-099,1,2,12.5
context,document-100,0,12,75.0
context,document-100,1,4,25.0
pooled,,0,807,50.4375
pooled,,1,748,46.75
pooled,,2,27,1.6875
pooled,,3,2,0.125
pooled,,4,3,0.1875
pooled,,5,3,0.1875
pooled,,6,1,0.0625
pooled,,8,2,0.125
pooled,,9,1,0.0625
pooled,,15,1,0.0625
pooled,,16,1,0.0625
pooled,,25,2,0.125
pooled,,28,1,0.0625
pooled,,84,1,0.0625
